"placa","marca","modelo","anio","kilometraje","ultimo_mantenimiento","descripcion_sintomas","sensor_nivel_combustible","falla_real","subfalla_real","gravedad_real","solucion_real","es_correcto"
"DRN-345","Hyundai","Accent","2012","162266","2024-05-19","El motor cascabelea (misfire) y la marcha mínima es inestable de forma intermitente.","83.7","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"HCX-200","Kia","Seltos","2020","100175","2024-07-18","Manchas rojas en el piso y cambios retardados. Empeora en frío.","19.9","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"UUN-690","Hyundai","Tucson","2015","130220","2024-03-30","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","89.5","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"UCG-974","Nissan","Versa","2013","210204","2024-08-30","Dificultad para arrancar justo después de cargar gasolina. Empeora en frío.","3.1","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"HBM-671","Toyota","RAV4","2010","313335","2024-08-16","El pedal se siente esponjoso y baja más de lo normal. Se escucha raro.","45.8","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"SVW-261","Kia","Sportage","2020","85205","2024-02-12","Marcha inestable, humo negro y alto consumo de gasolina. Huele mal.","5.8","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"QVR-275","Hyundai","Accent","2020","92725","2024-08-20","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","1.4","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"QLS-412","Hyundai","Creta","2012","257907","2024-05-08","Al girar la llave todo se apaga y solo suena un click. Se escucha raro.","41.9","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"VWJ-941","Hyundai","Tucson","2010","259065","2024-03-24","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","44.9","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"ZEX-100","Toyota","Hilux","2018","141757","2024-11-18","El auto da marcha pero no arranca, o se apaga en movimiento. Empeora en frío.","3.9","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"HKY-612","Hyundai","Elantra","2020","72935","2024-08-09","Golpe seco y fuerte al pasar de P a D o R","69.8","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"RGH-871","Kia","Rio","2023","30892","2024-03-22","El auto se acelera solo o las RPM bajan hasta apagarse. Empeora en frío.","13.5","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"KGZ-565","Hyundai","Elantra","2017","174232","2024-08-18","El indicador de temperatura sube al máximo y sale vapor del capó. Se escucha raro.","70.2","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"WPZ-321","Nissan","Versa","2011","233786","2024-06-28","El motor tiembla, pierde potencia y consume aceite. Empeora en frío.","83.8","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"MCG-552","Toyota","RAV4","2015","166210","2024-10-09","El pedal se va hasta el fondo sin resistencia y no frena de forma intermitente.","24.7","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"ASJ-133","Nissan","Sentra","2010","233970","2024-06-28","Chillido muy agudo y constante al pisar el freno suavemente. Huele mal.","64.1","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"DYV-282","Hyundai","Tucson","2014","152207","2024-07-16","Testigos del tablero se encienden y apagan aleatoriamente. Huele mal.","75.8","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"JCH-549","Nissan","Frontier","2014","184833","2024-07-11","Testigos del tablero se encienden y apagan aleatoriamente. Se escucha raro.","62.8","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"FQY-754","Toyota","Hilux","2013","161892","2024-04-13","El pedal se va hasta el fondo sin resistencia y no frena. Empeora en frío.","63.7","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"FRK-448","Hyundai","Tucson","2012","170560","2024-10-09","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","12.1","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"JTM-101","Toyota","Hilux","2017","147424","2024-06-25","Olor a plástico quemado y fusibles se queman constantemente de forma intermitente.","62.7","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"PKF-978","Kia","Sportage","2021","85160","2024-08-21","La transmisión se queda pegada en una sola velocidad. Se escucha raro.","66.7","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"JWT-216","Hyundai","Tucson","2016","197145","2024-11-23","El volante vibra violentamente al frenar a alta velocidad. Empeora en frío.","55.8","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"LEZ-362","Kia","Picanto","2020","76965","2024-03-16","Chillido muy agudo y constante al pisar el freno suavemente. Se escucha raro.","17.6","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"BZE-482","Nissan","Frontier","2014","212597","2024-11-24","El motor tiembla, pierde potencia y consume aceite","86.2","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"TPQ-387","Kia","Seltos","2012","231946","2024-11-02","El motor cascabelea (misfire) y la marcha mínima es inestable. Huele mal.","52.1","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"LRP-265","Kia","Rio","2024","15139","2024-07-31","Se enciende testigo ABS pero el frenado mecánico funciona. Se escucha raro.","26.6","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"RQG-880","Nissan","Versa","2023","40228","2024-03-15","El auto se acelera solo o las RPM bajan hasta apagarse. Huele mal.","4.9","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"RAG-403","Toyota","Hilux","2011","222334","2024-10-16","Manchas rojas en el piso y cambios retardados. Empeora en frío.","89.7","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"MNN-644","Hyundai","Elantra","2024","19730","2024-11-12","Olor a balata quemada al soltar el embrague en subidas. Empeora en frío.","64.0","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"LVZ-490","Nissan","Frontier","2021","62424","2024-08-27","El motor tiembla, pierde potencia y consume aceite. Huele mal.","16.0","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"NYE-267","Kia","Rio","2022","47211","2024-08-14","Golpe seco y fuerte al pasar de P a D o R. Se escucha raro.","19.2","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"JGG-621","Kia","Seltos","2014","166903","2024-11-21","El motor cascabelea (misfire) y la marcha mínima es inestable de forma intermitente.","23.4","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"FFA-732","Nissan","Frontier","2014","132484","2024-04-10","El motor tiembla, pierde potencia y consume aceite. Huele mal.","66.9","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"GMR-549","Toyota","Corolla","2011","195216","2024-09-22","Olor a plástico quemado y fusibles se queman constantemente. Se escucha raro.","71.5","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"KXR-572","Nissan","Versa","2010","256560","2024-02-10","Chillido muy agudo y constante al pisar el freno suavemente. Se escucha raro.","16.8","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"QBY-894","Kia","Sportage","2017","112408","2024-08-02","Dificultad para arrancar justo después de cargar gasolina. Huele mal.","12.8","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"DFS-271","Kia","Seltos","2019","79914","2024-05-19","El motor sube de RPM pero el auto apenas avanza","22.2","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"DSB-973","Toyota","Hilux","2024","17153","2024-09-15","La transmisión se queda pegada en una sola velocidad","49.7","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"MBT-840","Kia","Rio","2015","166480","2024-08-21","El auto da marcha pero no arranca, o se apaga en movimiento","13.0","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"EFA-515","Toyota","Hilux","2012","167089","2024-09-07","Chillido muy agudo y constante al pisar el freno suavemente de forma intermitente.","29.8","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"CDC-929","Nissan","March","2020","99940","2024-09-16","Manchas rojas en el piso y cambios retardados","30.0","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"WDU-886","Kia","Sportage","2011","278908","2024-06-21","Olor a aceite quemado y manchas frescas bajo el motor. Empeora en frío.","63.2","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"GFJ-739","Hyundai","Tucson","2024","15161","2024-10-08","La transmisión se queda pegada en una sola velocidad. Huele mal.","71.5","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"SHT-114","Toyota","RAV4","2020","74380","2024-07-14","El motor tiembla, pierde potencia y consume aceite. Empeora en frío.","87.6","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"JEA-345","Nissan","March","2023","40472","2024-05-29","El auto pierde fuerza al exigirle aceleración a fondo","12.6","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"YSK-972","Toyota","RAV4","2014","216260","2024-05-15","Olor a plástico quemado y fusibles se queman constantemente de forma intermitente.","52.5","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"ATS-980","Toyota","Corolla","2023","32806","2024-06-26","El auto se acelera solo o las RPM bajan hasta apagarse","2.4","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"SHG-496","Hyundai","Elantra","2018","98259","2024-05-22","Marcha inestable, humo negro y alto consumo de gasolina. Huele mal.","14.2","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"NNG-881","Toyota","Hilux","2010","183105","2024-12-20","Olor a plástico quemado y fusibles se queman constantemente. Huele mal.","51.3","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"MLV-665","Toyota","Yaris","2020","94945","2024-04-13","El auto se acelera solo o las RPM bajan hasta apagarse. Empeora en frío.","7.3","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"PCG-694","Hyundai","Tucson","2013","246108","2024-11-06","Ruido metálico fuerte al encender y vibración excesiva. Empeora en frío.","87.3","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"TLM-184","Toyota","Yaris","2018","128499","2024-11-17","El auto da marcha pero no arranca, o se apaga en movimiento. Se escucha raro.","5.8","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"JKN-321","Hyundai","Elantra","2022","63831","2024-07-01","Golpe seco y fuerte al pasar de P a D o R","51.8","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"GXN-572","Toyota","Corolla","2012","162877","2024-05-25","Golpe seco y fuerte al pasar de P a D o R. Se escucha raro.","56.0","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"BUU-947","Nissan","Versa","2015","203440","2024-10-12","Olor a plástico quemado y fusibles se queman constantemente. Empeora en frío.","86.7","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"WEE-428","Toyota","Corolla","2023","30610","2024-12-05","El indicador de temperatura sube al máximo y sale vapor del capó","78.8","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"RYH-704","Kia","Rio","2022","64824","2024-01-09","Se enciende testigo ABS pero el frenado mecánico funciona. Se escucha raro.","34.1","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"VVC-619","Kia","Picanto","2021","72980","2024-04-11","El indicador de temperatura sube al máximo y sale vapor del capó. Empeora en frío.","31.2","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"HMQ-689","Kia","Rio","2014","141889","2024-03-19","El pedal se siente esponjoso y baja más de lo normal de forma intermitente.","19.9","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"BTR-735","Hyundai","Accent","2022","65490","2024-08-28","Golpe seco y fuerte al pasar de P a D o R. Empeora en frío.","92.6","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"DYM-336","Nissan","Frontier","2015","135130","2024-03-11","La transmisión se queda pegada en una sola velocidad. Empeora en frío.","73.8","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"XMQ-435","Hyundai","Elantra","2012","251069","2024-06-11","El pedal se siente esponjoso y baja más de lo normal. Empeora en frío.","75.3","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"BNX-357","Kia","Seltos","2024","18816","2024-09-13","Marcha inestable, humo negro y alto consumo de gasolina","11.4","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
